timestamp,filename,fileattr,refnum,parentrefnum,reason
.  2023-07-07 05:17:16.727224,secret1.txt,ARCHIVE,5348024557526130,281474976807098,RENAME_OLD_NAME
.  2023-07-07 05:17:16.727224,secret3.txt,ARCHIVE,1688849860326739,281474976807098,RENAME_OLD_NAME
.  2023-07-07 05:17:24.321987,New folder,DIRECTORY,2814749767141856,281474976807098,FILE_CREATE
.  2023-07-07 05:17:24.321987,New folder,DIRECTORY,2814749767141856,281474976807098,FILE_CREATE CLOSE
.  2023-07-07 05:17:29.371332,New folder,DIRECTORY,2814749767141856,281474976807098,RENAME_OLD_NAME
.  2023-07-07 05:17:29.371332,Secret Folder 1,DIRECTORY,2814749767141856,281474976807098,RENAME_NEW_NAME
.  2023-07-07 05:17:29.371332,Secret Folder 1,DIRECTORY,2814749767141856,281474976807098,RENAME_NEW_NAME CLOSE
.  2023-07-07 05:17:29.467175,Secret Folder 1,DIRECTORY,2814749767141856,281474976807098,OBJECT_ID_CHANGE
.  2023-07-07 05:17:29.467175,Secret Folder 1,DIRECTORY,2814749767141856,281474976807098,OBJECT_ID_CHANGE CLOSE
.  2023-07-07 05:17:33.695053,New folder,DIRECTORY,1970324837012676,281474976807098,FILE_CREATE
.  2023-07-07 05:17:33.695053,New folder,DIRECTORY,1970324837012676,281474976807098,FILE_CREATE CLOSE
.  2023-07-07 05:17:36.883928,New folder,DIRECTORY,1970324837012676,281474976807098,RENAME_OLD_NAME
.  2023-07-07 05:17:36.883928,Secret Folder 2,DIRECTORY,1970324837012676,281474976807098,RENAME_NEW_NAME
.  2023-07-07 05:17:36.883928,Secret Folder 2,DIRECTORY,1970324837012676,281474976807098,RENAME_NEW_NAME CLOSE
.  2023-07-07 05:17:36.979593,Secret Folder 2,DIRECTORY,1970324837012676,281474976807098,OBJECT_ID_CHANGE
.  2023-07-07 05:17:36.979593,Secret Folder 2,DIRECTORY,1970324837012676,281474976807098,OBJECT_ID_CHANGE CLOSE
..  2023-07-07 05:17:44.697954,New Text Document.txt,ARCHIVE,1688849860302260,2814749767141856,FILE_CREATE
..  2023-07-07 05:17:52.569695,New Text Document.txt,ARCHIVE,1688849860302260,2814749767141856,RENAME_OLD_NAME
..  2023-07-07 05:17:52.569695,secret_1.txt,ARCHIVE,1688849860302260,2814749767141856,RENAME_NEW_NAME CLOSE
..  2023-07-07 05:17:52.649157,secret_1.txt,ARCHIVE,1688849860302260,2814749767141856,OBJECT_ID_CHANGE
..  2023-07-07 05:18:00.731155,secret_1.txt,ARCHIVE,1688849860302260,2814749767141856,DATA_EXTEND
..  2023-07-07 05:18:06.592537,New Text Document.txt,ARCHIVE,1407374883554344,2814749767141856,FILE_CREATE
..  2023-07-07 05:18:11.352514,New Text Document.txt,ARCHIVE,1407374883554344,2814749767141856,RENAME_OLD_NAME
..  2023-07-07 05:18:11.352514,secret_2.txt,ARCHIVE,1407374883554344,2814749767141856,RENAME_NEW_NAME CLOSE
..  2023-07-07 05:18:11.416319,secret_2.txt,ARCHIVE,1407374883554344,2814749767141856,OBJECT_ID_CHANGE
..  2023-07-07 05:18:16.699680,secret_2.txt,ARCHIVE,1407374883554344,2814749767141856,DATA_EXTEND
..  2023-07-07 05:18:29.096458,New Text Document.txt,ARCHIVE,1407374883621852,1970324837012676,FILE_CREATE
..  2023-07-07 05:18:33.015556,New Text Document.txt,ARCHIVE,1407374883621852,1970324837012676,RENAME_OLD_NAME
..  2023-07-07 05:18:33.015556,secret_3.txt,ARCHIVE,1407374883621852,1970324837012676,RENAME_NEW_NAME CLOSE
..  2023-07-07 05:18:33.079075,secret_3.txt,ARCHIVE,1407374883621852,1970324837012676,OBJECT_ID_CHANGE
..  2023-07-07 05:19:07.364115,secret_3.txt,ARCHIVE,1407374883621852,1970324837012676,DATA_EXTEND
..  2023-07-07 05:19:19.443792,New Text Document.txt,ARCHIVE,2533274790485911,1970324837012676,FILE_CREATE
..  2023-07-07 05:19:22.267712,New Text Document.txt,ARCHIVE,2533274790485911,1970324837012676,RENAME_OLD_NAME
..  2023-07-07 05:19:22.267712,secret_4.txt,ARCHIVE,2533274790485911,1970324837012676,RENAME_NEW_NAME CLOSE
..  2023-07-07 05:19:22.331968,secret_4.txt,ARCHIVE,2533274790485911,1970324837012676,OBJECT_ID_CHANGE
..  2023-07-07 05:19:28.112486,secret_4.txt,ARCHIVE,2533274790485911,1970324837012676,DATA_EXTEND
.  2023-07-07 05:19:36.945772,New Text Document.txt,ARCHIVE,2251799813775257,281474976807098,FILE_CREATE
.  2023-07-07 05:19:36.945772,New Text Document.txt,ARCHIVE,2251799813775257,281474976807098,FILE_CREATE CLOSE
